id,hsk_level,chinese,pinyin,english
3624,5,减轻,jiǎn qīng,lighten; ease; alleviate; mitigate; mitigation
3625,5,剪,jiǎn,cut; clip; trim; wipe out; scissors
3626,5,剪刀,jiǎndāo,scissors
3627,5,剪子,jiǎn zi,scissors; shears; clippers
3628,5,间接,jiànjiē,indirect
3629,5,建造,jiàn zào,construct; build; put up
3630,5,建筑,jiànzhù,Architecture
3631,5,健全,jiànquán,sound
3632,5,键,jiàn,key; bond
3633,5,键盘,jiànpán,keyboard
3634,5,将,jiāng,be going to; will; would
3635,5,将要,jiāng yào,will; shall; be going to
3636,5,奖励,jiǎnglì,reward
3637,5,交代,jiāodài,hand over
3638,5,郊区,jiāoqū,Suburb
3639,5,胶带,jiāo dài,tape; adhesive plaster
3640,5,胶水,jiāoshuǐ,glue
3641,5,脚步,jiǎo bù,footstep; step; pace
3642,5,接触,jiēchù,Contact
3643,5,接连,jiēlián,One after another
3644,5,解除,jiěchú,Relieve
3645,5,解放,jiěfàng,liberate
3646,5,戒,jiè,Quit
3647,5,届,jiè,Session
3648,5,今日,jīn rì,today
3649,5,尽管,jǐnguǎn,although
3650,5,紧紧,jǐn jǐn,closely; tightly
3651,5,尽可能,jǐn kě néng,as much as possible
3652,5,进化,jìnhuà,evolution
3653,5,近来,jìnlái,recently
3654,5,经费,jīngfèi,funds
3655,5,景象,jǐng xiàng,scene; sight
3656,5,警告,jǐnggào,warning
3657,5,竞赛,jìngsài,competition
3658,5,竞争,jìngzhēng,compete
3659,5,酒鬼,jiǔ guǐ,drunkard
3660,5,救灾,jiù zāi,disaster relief
3661,5,居然,jūrán,actually
3662,5,局面,júmiàn,situation
3663,5,局长,jú zhǎng,director
3664,5,举动,jǔdòng,Move
3665,5,拒绝,jùjué,refuse
3666,5,俱乐部,jùlèbù,Club
3667,5,剧本,jùběn,Script
3668,5,决不,jué bù,never; not at all; definitely not
3669,5,绝望,juéwàng,Despair
3670,5,军人,jūn rén,soldier; serviceman
3671,5,开幕,kāi mù,open; inaugurate; rising of a curtain
3672,5,开幕式,kāimùshì,The opening ceremony
3673,5,看成,kàn chéng,regard as; consider as; treat
3674,5,看出,kàn chū,see; find out; perceive; espy
3675,5,看待,kàndài,To view
3676,5,考核,kǎohé,examine; assess
3677,5,烤肉,kǎo ròu,barbecue; roast meat; grill
3678,5,烤鸭,kǎoyā,Roasted Duck
3679,5,靠近,kào jìn,near; close to; by
3680,5,颗,kē,grain (measure word)
3681,5,咳,ké,cough
3682,5,可,kě,can; may; approve; be worth; suit; but; yet
3683,5,可怜,kělián,Poor
3684,5,可惜,kěxī,unfortunately
3685,5,渴望,kěwàng,Yearn
3686,5,刻（动）,kè,carve; engrave; cut
3687,5,客户,kèhù,Customer
3688,5,客气,kè qì,polite; courteous; modest
3689,5,客厅,kètīng,A living room
3690,5,课题,kètí,topic
3691,5,肯定,kěndìng,sure
3692,5,空中,kōng zhōng,in the air; in the sky
3693,5,控制,kòngzhì,control
3694,5,口号,kǒu hào,slogan; catchword; catchphrase
3695,5,库,kù,library; warehouse; storeroom
3696,5,快活,kuàihuo,happy
3697,5,宽度,kuān dù,breadth; width
3698,5,狂,kuáng,mad; crazy; violent; wild; unrestrained
3699,5,亏,kuī,deficit; deficiency; luckily
3700,5,困扰,kùn rǎo,perplex; persecute; puzzle; obsession
3701,5,落,là,be missing; leave behind; forget to bring
3702,5,来信,lái xìn,send a letter here; incoming letter
3703,5,烂,làn,rotten
3704,5,朗读,lǎngdú,Reading aloud
3705,5,浪漫,làngmàn,romantic
3706,5,劳动,láodòng,labour
3707,5,梨,lí,pear
3708,5,礼,lǐ,ceremony; rite; courtesy; manners; gift
3709,5,礼拜,lǐ bài,week; day of the week; religious service
3710,5,礼貌,lǐmào,politeness
3711,5,厉害,lìhai,Fierce
3712,5,立,lì,stand; erect; stand; found; set up; upright; vertical
3713,5,立场,lìchǎng,position
3714,5,利润,lìrùn,profit
3715,5,例外,lìwài,exception
3716,5,连接,lián jiē,"link; joint; relate, unite, connect, attach; connection"
3717,5,联络,liánluò,liaison
3718,5,联想,liánxiǎng,association
3719,5,脸盆,liǎn pén,washbasin
3720,5,脸色,liǎn sè,complexion; look; color; facial expression
3721,5,恋爱,liàn’ài,Love
3722,5,两岸,liǎng àn,both sides; both coasts; cross-strait
3723,5,邻居,línjū,neighbor
3724,5,铃,líng,bell
3725,5,铃声,líng shēng,ring; the tinkle of bells
3726,5,领带,lǐng dài,necktie; tie
3727,5,令,lìng,make; cause; order; command; decree; season
3728,5,流动,liú dòng,flow; run; mobile
3729,5,流通,liútōng,circulation
3730,5,漏,lòu,leak
3731,5,漏洞,lòu dòng,leak; flaw; hole; loophole
3732,5,逻辑,luóji,logic
3733,5,落实,luòshí,put into effect
3734,5,码头,mǎtóu,wharf
3735,5,骂,mà,scold
3736,5,买卖,mǎi mài,buy and sell; business; transaction
3737,5,漫长,màncháng,Very long
3738,5,漫画,mànhuà,Cartoon
3739,5,毛笔,máo bǐ,writing brush; Chinese brush
3740,5,矛盾,máodùn,contradiction
3741,5,冒,mào,give off; risk; bold; boldly
3742,5,贸易,màoyì,Trade
3743,5,煤,méi,coal
3744,5,煤气,méi qì,coal gas; gas
3745,5,门诊,mén zhěn,outpatient service
3746,5,迷人,mírén,charming
3747,5,迷信,míxìn,superstition
3748,5,面貌,miànmào,face
3749,5,面子,miànzi,prestige; face
3750,5,秒,miǎo,seconds
3751,5,敏感,mǐngǎn,Sensitive
3752,5,明亮,míng liàng,light; bright; lightness; vividness
3753,5,明明,míngmíng,Obviously
3754,5,命令,mìnglìng,command
3755,5,模范,mófàn,model
3756,5,模仿,mófǎng,imitate
3757,5,模糊,móhu,vague
3758,5,模式,móshì,mode; style
3759,5,摩擦,mócā,rub; scrape
3760,5,摩托,mó tuō,motorcycle
3761,5,模样,múyàng,Appearance
3762,5,目光,mùguāng,Eye
3763,5,耐心,nàixīn,patience
3764,5,男性,nán xìng,man; male; masculinity
3765,5,南北,nán běi,north and south
3766,5,南极,nán jí,South Pole; Antarctic Pole
3767,5,难得,nándé,rare
3768,5,难以,nán yǐ,difficult; hard
3769,5,脑子,nǎo zi,brain
3770,5,内在,nèizài,inherent
3771,5,能量,néngliàng,energy
3772,5,年度,niándù,year
3773,5,年龄,niánlíng,Age
3774,5,年前,nián qián,before the New Year; years ago
3775,5,牛（形）,niú,stubborn; brave; awesome
3776,5,牛仔裤,niúzǎikù,Jeans
3777,5,农产品,nóng chǎn pǐn,produce; farm produce; agricultural products
3778,5,女性,nǚ xìng,woman; woman; femininity
3779,5,暖,nuǎn,warm; genial; warm up
3780,5,偶尔,ǒu’ěr,occasionally
3781,5,偶然,ǒurán,accidental
3782,5,偶像,ǒuxiàng,idol
3783,5,拍摄,pāi shè,film; shoot
3784,5,排除,páichú,eliminate; remove; debar
3785,5,旁,páng,side; other; else
3786,5,陪,péi,accompany
3787,5,赔,péi,compensate; pay; stand a loss
3788,5,赔偿,péicháng,compensate for
3789,5,配备,pèibèi,Equipment
3790,5,配套,pèitào,form a complete set
3791,5,喷,pēn,spout; gush; spray; sprinkle; spraying; spew
3792,5,盆,pén,"basin, tub"
3793,5,披,pī,wrap around
3794,5,皮肤,pífū,skin
3795,5,皮鞋,píxié,leather shoes
3796,5,脾气,píqi,Bad temper
3797,5,匹,pǐ,Horse (measure word)
3798,5,骗,piàn,fool
3799,5,骗子,piàn zi,fraud; cheater; swindler
3800,5,拼,pīn,spell; go all out; join together; spelling
3801,5,频道,píndào,channel
3802,5,频繁,pínfán,frequently
3803,5,品,pǐn,savour; taste; judge; blow; species; grade
3804,5,品（工艺品）,pǐn （gōng yì pǐn）,article; product (handicraft)
3805,5,品种,pǐnzhǒng,Varieties
3806,5,平坦,píngtǎn,flat
3807,5,平原,píngyuán,plain
3808,5,评估,pínggū,evaluate
3809,5,评论,pínglùn,comment
3810,5,凭,píng,By
3811,5,泼,pō,Splash
3812,5,葡萄,pútao,Grape
3813,5,葡萄酒,pú táo jiǔ,wine; grape wine
3814,5,期望,qīwàng,Expect
3815,5,齐全,qíquán,complete; all ready
3816,5,其,qí,his; her; its; their; he; she; it; they; such; that
3817,5,启动,qǐ dòng,switch on; start
3818,5,启发,qǐfā,Inspire
3819,5,启事,qǐshì,Notice
3820,5,起到,qǐ dào,play; act as
3821,5,起码,qǐmǎ,"Minimum, at least"
3822,5,气体,qì tǐ,gas
3823,5,气象,qìxiàng,Meteorological
3824,5,签（动）,qiān,sign; autograph; sign one’s name
3825,5,签订,qiān dìng,conclude and sign; sign
3826,5,签名,qiān míng,signature; sign one’s name; autograph
3827,5,签约,qiān yuē,sign up; sign a contract
3828,5,签证,qiānzhèng,visa
3829,5,签字,qiān zì,sign; affix one’s signature; sign a signature
3830,5,前景,qiánjǐng,prospect
3831,5,前提,qiántí,precondition
3832,5,欠,qiàn,owe
3833,5,枪,qiāng,gun
3834,5,强度,qiáng dù,strength; intensity
3835,5,墙壁,qiáng bì,wall
3836,5,抢,qiǎng,rob
3837,5,抢救,qiǎngjiù,rescue
3838,5,强迫,qiǎngpò,Force
3839,5,悄悄,qiāoqiāo,quietly
3840,5,敲,qiāo,knock
3841,5,敲门,qiāo mén,knock on the door
3842,5,瞧,qiáo,look
3843,5,琴,qín,zither; a general name for certain musical instruments
3844,5,勤奋,qínfèn,hardworking
3845,5,青,qīng,young
3846,5,清晨,qīngchén,Early morning
3847,5,清理,qīnglǐ,Clear
3848,5,情节,qíngjié,plot
3849,5,情形,qíngxíng,Situation
3850,5,晴朗,qínglǎng,sunny
3851,5,区域,qūyù,region
3852,5,全都,quán dōu,all; without exception
3853,5,全世界,quán shì jiè,worldwide; entire world
3854,5,泉,quán,spring; fountain
3855,5,劝,quàn,persuade
3856,5,缺乏,quēfá,Lack
3857,5,确立,quèlì,establish
3858,5,群体,qún tǐ,group; colony
3859,5,群众,qúnzhòng,The masses
3860,5,染,rǎn,dye
3861,5,绕,rào,Around
3862,5,热量,rè liàng,calories; heat; quantity of heat
3863,5,热门,rèmén,Hot
3864,5,人间,rénjiān,Human world
3865,5,人力,rén lì,manpower; manual labour
3866,5,人士,rénshì,Personage
3867,5,人物,rénwù,character
3868,5,忍,rěn,endure; tolerate; put up with; have the heart to
3869,5,忍不住,rěnbuzhù,Unable to bear
3870,5,忍受,rěnshòu,bear
3871,5,认,rèn,recognize; know; make out; identify; adopt; admit
3872,5,认定,rèndìng,cognizance
3873,5,扔,rēng,throw
3874,5,仍旧,réngjiù,still
3875,5,如此,rú cǐ,so; such; in this way; like that
3876,5,如同,rú tóng,as; like
3877,5,如下,rú xià,as follows; as below
3878,5,入门,rù mén,introduction to a subject; elementary course
3879,5,软,ruǎn,soft
3880,5,软件,ruǎnjiàn,Software
3881,5,洒,sǎ,sprinkle
3882,5,散,sǎn,fall apart; scattered
3883,5,散文,sǎnwén,Prose
3884,5,杀,shā,kill
3885,5,杀毒,shā dú,antivirus; kill virus
3886,5,沙漠,shāmò,Desert
3887,5,傻,shǎ,silly
3888,5,山区,shān qū,mountain area
3889,5,扇,shān,fan; slap; flap; flutter; fan up
3890,5,扇,shàn,fan; leaf; (measure word)
3891,5,扇子,shànzi,Fan
3892,5,商标,shāngbiāo,trademark
3893,5,上级,shàngjí,Superior
3894,5,上下,shàng xià,up and down; top and bottom; high and low; old and young
3895,5,上涨,shàng zhǎng,rise; go up
3896,5,稍,shāo,a little; a bit; trifle; somewhat
3897,5,稍微,shāowēi,slightly
3898,5,蛇,shé,snake
3899,5,舍不得,shěbude,Hate to part with or use
3900,5,舍得,shě de,be willing to part with; not begrudge
3901,5,设想,shèxiǎng,imagine， conceive
3902,5,社,shè,society; organized body
3903,5,社区,shèqū,Community
3904,5,射,shè,shoot; fire; discharge in a jet; send out
3905,5,射击,shèjī,Shooting
3906,5,摄像,shè xiàng,camera; camera shooting
3907,5,摄像机,shè xiàng jī,video camera
3908,5,摄影,shèyǐng,Photography
3909,5,摄影师,shè yǐng shī,photographer; cameraman
3910,5,伸,shēn,stretch
3911,5,深处,shēn chù,deep; depths; recess; profundity
3912,5,深度,shēn dù,depth; deepness
3913,5,神,shén,god; deity; divinity; spirit; expression; look; supernatural; magical
3914,5,神经,shénjīng,nerve
3915,5,神奇,shénqí,Magical
3916,5,神情,shén qíng,expression; look
3917,5,升高,shēng gāo,hoist; elevate; lift; escalate; exaltation
3918,5,生成,shēng chéng,generate; produce
3919,5,声,shēng,sound; voice; reputation; tone
3920,5,胜负,shèngfù,victory and defeat
3921,5,剩,shèng,Left
3922,5,剩下,shèng xià,be left over; remain
3923,5,失误,shīwù,An error
3924,5,师傅,shīfu,Master worker
3925,5,诗歌,shī gē,poem; poetry
3926,5,十足,shízú,100 percent
3927,5,时常,shícháng,often
3928,5,时光,shíguāng,time
3929,5,时机,shíjī,Opportunity
3930,5,时事,shíshì,current affairs
3931,5,实惠,shíhuì,substantial
3932,5,拾,shí,"pick up, collect"
3933,5,使得,shǐ de,make; cause; usable; workable
3934,5,示范,shìfàn,lead the way; demonstrate
3935,5,式,shì,type; style; pattern; form; ceremony; formula
3936,5,势力,shìlì,Power
3937,5,试图,shìtú,Try
3938,5,视频,shìpín,video
3939,5,视为,shì wéi,treat; regard as
3940,5,收购,shōu gòu,purchase; acquisition; buy
3941,5,收集,shōu jí,gather; collect; collection
3942,5,收拾,shōushi,Tidy
3943,5,手段,shǒu duàn,means; measure; trick; artifice
3944,5,手法,shǒufǎ,technique
3945,5,寿司,shòu sī,sushi
3946,5,受灾,shòu zāi,disaster; the afflicted
3947,5,瘦,shòu,thin
3948,5,书法,shūfǎ,Calligraphy
3949,5,书柜,shū guì,bookcase
3950,5,书桌,shū zhuō,desk; writing desk
3951,5,输出,shū chū,output; export; efference
3952,5,蔬菜,shūcài,Vegetables
3953,5,熟悉,shúxī,be familiar with
3954,5,鼠,shǔ,mouse; rat
3955,5,鼠标,shǔbiāo,mouse
3956,5,数目,shù mù,number; amount
3957,5,摔,shuāi,fall; break; throw; fling; lose one’s balance
3958,5,摔倒,shuāidǎo,fall
3959,5,率领,shuàilǐng,Lead
3960,5,双手,shuāng shǒu,both hands; pair of hands
3961,5,水产品,shuǐ chǎn pǐn,aquatic product
3962,5,水分,shuǐ fèn,moisture
3963,5,水库,shuǐ kù,reservoir
3964,5,水灾,shuǐ zāi,flood; inundation
3965,5,睡眠,shuì mián,sleep; slumber
3966,5,说法,shuō fǎ,way of saying a thing; statement; version; wording
3967,5,硕士,shuòshì,master
3968,5,私人,sīrén,private
3969,5,思维,sīwéi,thinking
3970,5,四周,sì zhōu,all around
3971,5,搜,sōu,search; search out
3972,5,搜索,sōusuǒ,search
3973,5,宿舍,sùshè,dormitory
3974,5,酸甜苦辣,suān tián kǔ là,"sour, sweet, bitter, hot ; ups and downs; joys and sorrows of life"
3975,5,随后,suí hòu,follow; soon afterwards
3976,5,随意,suíyì,random; casual
3977,5,随着,suízhe,along with
3978,5,岁月,suìyuè,Years
3979,5,碎,suì,broken
3980,5,损害,sǔn hài,harm; damage; injure; hurt
3981,5,损失,sǔnshī,loss
3982,5,所在,suǒ zài,place; location; where
3983,5,锁,suǒ,lock
3984,5,台风,táifēng,Typhoon
3985,5,抬,tái,Lift
3986,5,抬头,tái tóu,look up; gain ground; raise one’s head
3987,5,太空,tàikōng,Space
3988,5,弹,tán,shoot; catapult; fluff; flick; flip; play; leap
3989,5,逃,táo,flee
3990,5,逃跑,táo pǎo,run away; flee; take flight; take to one’s heels
3991,5,逃走,táo zǒu,escape; flee
3992,5,桃,táo,peach
3993,5,桃花,táo huā,peach blossom
3994,5,桃树,táo shù,peach tree
3995,5,讨厌,tǎoyàn,Hate
3996,5,特定,tèdìng,given
3997,5,特性,tè xìng,characteristic; property; feature; peculiarity; quality
3998,5,特有,tè yǒu,peculiar; characteristic
3999,5,提倡,tíchàng,promote
4000,5,提起,tí qǐ,mention; speak of; raise; lift
4001,5,提示,tíshì,hint
4002,5,题材,tícái,theme
4003,5,体积,tǐjī,volume
4004,5,体力,tǐ lì,physical strength; physical power
4005,5,天才,tiāncái,genius
4006,5,天然气,tiānránqì,Natural gas
4007,5,天文,tiānwén,Astronomy
4008,5,调节,tiáojié,adjust
4009,5,调解,tiáojiě,mediate
4010,5,厅,tīng,office; hall
4011,5,停留,tíng liú,remain; stay
4012,5,通用,tōngyòng,currency
4013,5,偷,tōu,steal
4014,5,偷偷,tōu tōu,secretly; stealthily; covertly; on the sly
4015,5,突破,tūpò,Breach
4016,5,土豆,tǔdòu,Potato
4017,5,吐,tǔ,"spit, say"
4018,5,吐,tù,vomit
4019,5,兔,tù,rabbit; hare
4020,5,团长,tuán zhǎng,regimental commander; head of a delegation
4021,5,推行,tuī xíng,practise; carry out; pursue
4022,5,脱离,tuōlí,Be divorced from
4023,5,外界,wàijiè,outside
4024,5,完了,wán le,come to an end; be over; completion of a term
4025,5,微博,wēi bó,Weibo (a Chinese social media app)
4026,5,为难,wéinán,Embarrassed
4027,5,为期,wéiqī,by a definite date
4028,5,为止,wéi zhǐ,up to; till
4029,5,为主,wéi zhǔ,mainly; give priority
4030,5,违法,wéi fǎ,break the law; be illegal
4031,5,违反,wéifǎn,Violation
4032,5,违规,wéi guī,violation; get out of line
4033,5,围绕,wéirào,around
4034,5,唯一,wéiyī,Only
4035,5,委托,wěituō,Entrust
4036,5,卫星,wèixīng,satellite
4037,5,胃,wèi,stomach
4038,5,慰问,wèiwèn,Condolences
4039,5,温和,wēnhé,mild
4040,5,文艺,wényì,literature
4041,5,卧室,wòshì,Bedroom
4042,5,握,wò,hold; grasp; take by the hand
4043,5,污染,wūrǎn,contaminated
4044,5,污水,wū shuǐ,sewage; slops; foul water; polluted water
4045,5,屋,wū,house; room
4046,5,无奈,wúnài,cannot help but
4047,5,无疑,wú yí,undoubtedly; no doubt
4048,5,舞,wǔ,dance; dancing; flourish; wield
4049,5,物价,wù jià,(commodity) prices
4050,5,物业,wùyè,property
4051,5,物质,wùzhì,material
4052,5,误解,wùjiě,misunderstand
4053,5,西红柿,xīhóngshì,Tomato
4054,5,西装,xī zhuāng,suit; Western-style clothes
4055,5,喜剧,xǐ jù,comedy
4056,5,戏,xì,play; sport; joke; make fun of; drama; play
4057,5,戏剧,xìjù,Theatre
4058,5,吓,xià,scare
4059,5,先后,xiān hòu,successively; one after another
4060,5,先前,xiānqián,previously
4061,5,鲜艳,xiānyàn,Colorful
4062,5,闲,xián,not busy; idle; unoccupied; leisure; stay idle
4063,5,显,xiǎn,show; appear; obvious; noticeable; illustrious
4064,5,现有,xiàn yǒu,existing; now available; existence
4065,5,现状,xiànzhuàng,Present situation
4066,5,线索,xiànsuǒ,Clue
4067,5,献,xiàn,offer; present; dedicate; donate; show; put on; display
4068,5,乡,xiāng,country; countryside; village; rural area; home village
4069,5,乡村,xiāng cūn,country; village; countryside; rural area; rural
4070,5,相等,xiāngděng,Equal
4071,5,相应,xiāngyìng,Corresponding
4072,5,香肠,xiāngcháng,sausage
4073,5,详细,xiángxì,detailed
4074,5,享受,xiǎngshòu,enjoy
4075,5,向导,xiàngdǎo,Guide
4076,5,向前,xiàng qián,forward; onward; ahead
4077,5,向上,xiàng shàng,upward; up
4078,5,相声,xiàngsheng,crosstalk
4079,5,象征,xiàngzhēng,Symbolize
4080,5,消除,xiāochú,eliminate
4081,5,消毒,xiāodú,Disinfection
4082,5,消防,xiāofáng,Fire control
4083,5,消费者,xiāo fèi zhě,consumer; customer
4084,5,消极,xiāojí,negative
4085,5,小偷儿,xiǎo tōur,thief
4086,5,歇,xiē,Rest
4087,5,协议,xiéyì,Agreement
4088,5,协议书,xié yì shū,agreement; protocol; written agreement
4089,5,斜,xié,oblique
4090,5,心态,xīntài,mentality
4091,5,心疼,xīnténg,Distressed
4092,5,辛苦,xīnkǔ,hard
4093,5,欣赏,xīnshǎng,Appreciate
4094,5,信念,xìnniàn,belief
4095,5,信箱,xìn xiāng,letter box; mailbox; post box
4096,5,行驶,xíng shǐ,go; ply; travel
4097,5,形态,xíngtài,Form
4098,5,性能,xìngnéng,performance
4099,5,雄伟,xióngwěi,Magnificent
4100,5,熊,xióng,bear; rebuke; scold
4101,5,休闲,xiūxián,Leisure time
4102,5,修复,xiūfù,repair
4103,5,修建,xiūjiàn,build
4104,5,修养,xiūyǎng,"training, mastery"
